filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
7_20-41-51.461.jpeg,19977,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,0,"{""name"":""point"",""cx"":24,""cy"":232}","{}"
7_20-41-51.461.jpeg,19977,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,1,"{""name"":""point"",""cx"":47,""cy"":231}","{}"
7_20-41-51.461.jpeg,19977,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,2,"{""name"":""point"",""cx"":49,""cy"":197}","{}"
7_20-41-51.461.jpeg,19977,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,3,"{""name"":""point"",""cx"":87,""cy"":198}","{}"
7_20-41-51.461.jpeg,19977,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,4,"{""name"":""point"",""cx"":112,""cy"":209}","{}"
7_20-41-51.461.jpeg,19977,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,5,"{""name"":""point"",""cx"":134,""cy"":218}","{}"
7_20-41-51.708.jpeg,19950,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,0,"{""name"":""point"",""cx"":23,""cy"":231}","{}"
7_20-41-51.708.jpeg,19950,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,1,"{""name"":""point"",""cx"":49,""cy"":230}","{}"
7_20-41-51.708.jpeg,19950,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,2,"{""name"":""point"",""cx"":49,""cy"":197}","{}"
7_20-41-51.708.jpeg,19950,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,3,"{""name"":""point"",""cx"":86,""cy"":199}","{}"
7_20-41-51.708.jpeg,19950,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,4,"{""name"":""point"",""cx"":110,""cy"":213}","{}"
7_20-41-51.708.jpeg,19950,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,5,"{""name"":""point"",""cx"":134,""cy"":220}","{}"
7_20-41-51.828.jpeg,19927,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,0,"{""name"":""point"",""cx"":26,""cy"":232}","{}"
7_20-41-51.828.jpeg,19927,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,1,"{""name"":""point"",""cx"":49,""cy"":232}","{}"
7_20-41-51.828.jpeg,19927,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,2,"{""name"":""point"",""cx"":48,""cy"":199}","{}"
7_20-41-51.828.jpeg,19927,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,3,"{""name"":""point"",""cx"":86,""cy"":201}","{}"
