filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
3_12-22-09.655.jpeg,10025,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,0,"{""name"":""point"",""cx"":3,""cy"":193}","{}"
3_12-22-09.655.jpeg,10025,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,1,"{""name"":""point"",""cx"":24,""cy"":194}","{}"
3_12-22-09.655.jpeg,10025,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,2,"{""name"":""point"",""cx"":27,""cy"":157}","{}"
3_12-22-09.655.jpeg,10025,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,3,"{""name"":""point"",""cx"":83,""cy"":161}","{}"
3_12-22-09.655.jpeg,10025,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,4,"{""name"":""point"",""cx"":128,""cy"":175}","{}"
3_12-22-09.655.jpeg,10025,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,5,"{""name"":""point"",""cx"":167,""cy"":183}","{}"
3_12-22-09.852.jpeg,10074,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,0,"{""name"":""point"",""cx"":1,""cy"":191}","{}"
3_12-22-09.852.jpeg,10074,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,1,"{""name"":""point"",""cx"":21,""cy"":193}","{}"
3_12-22-09.852.jpeg,10074,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,2,"{""name"":""point"",""cx"":29,""cy"":153}","{}"
3_12-22-09.852.jpeg,10074,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,3,"{""name"":""point"",""cx"":89,""cy"":159}","{}"
3_12-22-09.852.jpeg,10074,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,4,"{""name"":""point"",""cx"":131,""cy"":171}","{}"
3_12-22-09.852.jpeg,10074,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,5,"{""name"":""point"",""cx"":170,""cy"":184}","{}"
3_12-22-11.565.jpeg,10206,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,0,"{""name"":""point"",""cx"":1,""cy"":192}","{}"
3_12-22-11.565.jpeg,10206,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,1,"{""name"":""point"",""cx"":17,""cy"":191}","{}"
3_12-22-11.565.jpeg,10206,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,2,"{""name"":""point"",""cx"":23,""cy"":158}","{}"
3_12-22-11.565.jpeg,10206,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,3,"{""name"":""point"",""cx"":88,""cy"":153}","{}"
3_12-22-11.565.jpeg,10206,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,4,"{""name"":""point"",""cx"":129,""cy"":171}","{}"
3_12-22-11.565.jpeg,10206,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,5,"{""name"":""point"",""cx"":169,""cy"":182}","{}"
3_12-22-11.981.jpeg,10184,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,0,"{""name"":""point"",""cx"":1,""cy"":193}","{}"
3_12-22-11.981.jpeg,10184,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,1,"{""name"":""point"",""cx"":16,""cy"":193}","{}"
3_12-22-11.981.jpeg,10184,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,2,"{""name"":""point"",""cx"":27,""cy"":157}","{}"
3_12-22-11.981.jpeg,10184,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,3,"{""name"":""point"",""cx"":86,""cy"":151}","{}"
3_12-22-11.981.jpeg,10184,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,4,"{""name"":""point"",""cx"":130,""cy"":169}","{}"
3_12-22-11.981.jpeg,10184,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,5,"{""name"":""point"",""cx"":169,""cy"":184}","{}"
3_12-22-12.262.jpeg,10041,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,0,"{""name"":""point"",""cx"":3,""cy"":193}","{}"
3_12-22-12.262.jpeg,10041,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,1,"{""name"":""point"",""cx"":17,""cy"":192}","{}"
3_12-22-12.262.jpeg,10041,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,2,"{""name"":""point"",""cx"":25,""cy"":157}","{}"
3_12-22-12.262.jpeg,10041,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,3,"{""name"":""point"",""cx"":85,""cy"":163}","{}"
3_12-22-12.262.jpeg,10041,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,4,"{""name"":""point"",""cx"":134,""cy"":175}","{}"
3_12-22-12.262.jpeg,10041,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,5,"{""name"":""point"",""cx"":167,""cy"":185}","{}"
3_12-22-12.854.jpeg,10297,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,0,"{""name"":""point"",""cx"":0,""cy"":193}","{}"
3_12-22-12.854.jpeg,10297,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,1,"{""name"":""point"",""cx"":16,""cy"":194}","{}"
3_12-22-12.854.jpeg,10297,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,2,"{""name"":""point"",""cx"":25,""cy"":157}","{}"
3_12-22-12.854.jpeg,10297,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,3,"{""name"":""point"",""cx"":85,""cy"":167}","{}"
3_12-22-12.854.jpeg,10297,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,4,"{""name"":""point"",""cx"":128,""cy"":177}","{}"
3_12-22-12.854.jpeg,10297,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,5,"{""name"":""point"",""cx"":169,""cy"":185}","{}"
3_12-22-13.089.jpeg,10218,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,0,"{""name"":""point"",""cx"":0,""cy"":193}","{}"
3_12-22-13.089.jpeg,10218,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,1,"{""name"":""point"",""cx"":16,""cy"":197}","{}"
3_12-22-13.089.jpeg,10218,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,2,"{""name"":""point"",""cx"":29,""cy"":156}","{}"
3_12-22-13.089.jpeg,10218,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,3,"{""name"":""point"",""cx"":85,""cy"":165}","{}"
3_12-22-13.089.jpeg,10218,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,4,"{""name"":""point"",""cx"":129,""cy"":175}","{}"
3_12-22-13.089.jpeg,10218,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,5,"{""name"":""point"",""cx"":167,""cy"":185}","{}"
3_12-22-13.551.jpeg,10237,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,0,"{""name"":""point"",""cx"":1,""cy"":190}","{}"
3_12-22-13.551.jpeg,10237,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,1,"{""name"":""point"",""cx"":14,""cy"":193}","{}"
3_12-22-13.551.jpeg,10237,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,2,"{""name"":""point"",""cx"":23,""cy"":158}","{}"
3_12-22-13.551.jpeg,10237,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,3,"{""name"":""point"",""cx"":85,""cy"":164}","{}"
3_12-22-13.551.jpeg,10237,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,4,"{""name"":""point"",""cx"":130,""cy"":175}","{}"
3_12-22-13.551.jpeg,10237,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,5,"{""name"":""point"",""cx"":167,""cy"":184}","{}"
3_12-22-13.732.jpeg,10039,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,0,"{""name"":""point"",""cx"":1,""cy"":191}","{}"
3_12-22-13.732.jpeg,10039,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,1,"{""name"":""point"",""cx"":15,""cy"":191}","{}"
3_12-22-13.732.jpeg,10039,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,2,"{""name"":""point"",""cx"":27,""cy"":156}","{}"
3_12-22-13.732.jpeg,10039,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,3,"{""name"":""point"",""cx"":80,""cy"":161}","{}"
3_12-22-13.732.jpeg,10039,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,4,"{""name"":""point"",""cx"":127,""cy"":175}","{}"
3_12-22-13.732.jpeg,10039,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,5,"{""name"":""point"",""cx"":166,""cy"":183}","{}"
3_12-22-14.177.jpeg,10180,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,0,"{""name"":""point"",""cx"":1,""cy"":195}","{}"
3_12-22-14.177.jpeg,10180,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,1,"{""name"":""point"",""cx"":15,""cy"":195}","{}"
3_12-22-14.177.jpeg,10180,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,2,"{""name"":""point"",""cx"":25,""cy"":159}","{}"
3_12-22-14.177.jpeg,10180,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,3,"{""name"":""point"",""cx"":82,""cy"":165}","{}"
3_12-22-14.177.jpeg,10180,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,4,"{""name"":""point"",""cx"":129,""cy"":175}","{}"
3_12-22-14.177.jpeg,10180,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,5,"{""name"":""point"",""cx"":170,""cy"":185}","{}"
3_12-22-14.395.jpeg,10178,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,0,"{""name"":""point"",""cx"":1,""cy"":193}","{}"
3_12-22-14.395.jpeg,10178,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,1,"{""name"":""point"",""cx"":17,""cy"":193}","{}"
3_12-22-14.395.jpeg,10178,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,2,"{""name"":""point"",""cx"":27,""cy"":156}","{}"
3_12-22-14.395.jpeg,10178,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,3,"{""name"":""point"",""cx"":83,""cy"":163}","{}"
3_12-22-14.395.jpeg,10178,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,4,"{""name"":""point"",""cx"":127,""cy"":179}","{}"
3_12-22-14.395.jpeg,10178,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,5,"{""name"":""point"",""cx"":167,""cy"":184}","{}"
3_12-22-14.589.jpeg,10045,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,0,"{""name"":""point"",""cx"":1,""cy"":193}","{}"
3_12-22-14.589.jpeg,10045,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,1,"{""name"":""point"",""cx"":17,""cy"":193}","{}"
3_12-22-14.589.jpeg,10045,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,2,"{""name"":""point"",""cx"":30,""cy"":156}","{}"
3_12-22-14.589.jpeg,10045,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,3,"{""name"":""point"",""cx"":85,""cy"":162}","{}"
3_12-22-14.589.jpeg,10045,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,4,"{""name"":""point"",""cx"":127,""cy"":174}","{}"
3_12-22-14.589.jpeg,10045,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,5,"{""name"":""point"",""cx"":168,""cy"":183}","{}"
3_12-22-14.759.jpeg,10104,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,0,"{""name"":""point"",""cx"":0,""cy"":192}","{}"
3_12-22-14.759.jpeg,10104,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,1,"{""name"":""point"",""cx"":15,""cy"":194}","{}"
3_12-22-14.759.jpeg,10104,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,2,"{""name"":""point"",""cx"":27,""cy"":158}","{}"
