filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
17_18-44-59.579.jpeg,12045,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,0,"{""name"":""point"",""cx"":30,""cy"":195}","{}"
17_18-44-59.579.jpeg,12045,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,1,"{""name"":""point"",""cx"":46,""cy"":193}","{}"
17_18-44-59.579.jpeg,12045,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,2,"{""name"":""point"",""cx"":53,""cy"":164}","{}"
17_18-44-59.579.jpeg,12045,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,3,"{""name"":""point"",""cx"":87,""cy"":173}","{}"
17_18-44-59.579.jpeg,12045,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,4,"{""name"":""point"",""cx"":112,""cy"":185}","{}"
17_18-44-59.579.jpeg,12045,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,5,"{""name"":""point"",""cx"":143,""cy"":187}","{}"
17_18-44-59.740.jpeg,12062,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,0,"{""name"":""point"",""cx"":30,""cy"":193}","{}"
17_18-44-59.740.jpeg,12062,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,1,"{""name"":""point"",""cx"":45,""cy"":195}","{}"
17_18-44-59.740.jpeg,12062,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,2,"{""name"":""point"",""cx"":50,""cy"":167}","{}"
17_18-44-59.740.jpeg,12062,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,3,"{""name"":""point"",""cx"":81,""cy"":169}","{}"
17_18-44-59.740.jpeg,12062,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,4,"{""name"":""point"",""cx"":109,""cy"":185}","{}"
17_18-44-59.740.jpeg,12062,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,5,"{""name"":""point"",""cx"":143,""cy"":187}","{}"
17_18-44-59.897.jpeg,12007,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,0,"{""name"":""point"",""cx"":33,""cy"":193}","{}"
17_18-44-59.897.jpeg,12007,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,1,"{""name"":""point"",""cx"":46,""cy"":194}","{}"
17_18-44-59.897.jpeg,12007,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,2,"{""name"":""point"",""cx"":51,""cy"":167}","{}"
17_18-44-59.897.jpeg,12007,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,3,"{""name"":""point"",""cx"":82,""cy"":171}","{}"
17_18-44-59.897.jpeg,12007,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,4,"{""name"":""point"",""cx"":108,""cy"":185}","{}"
17_18-44-59.897.jpeg,12007,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,5,"{""name"":""point"",""cx"":143,""cy"":188}","{}"
17_18-45-00.068.jpeg,11907,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,0,"{""name"":""point"",""cx"":31,""cy"":195}","{}"
