ID	;	x	;	y	;	score
0	;	63450.0000	;	5062.5000	;	0.954
1	;	59400.0000	;	7087.5000	;	0.831
2	;	60750.0000	;	7087.5000	;	0.796
3	;	67500.0000	;	6834.3750	;	0.785
4	;	67950.0000	;	3543.7500	;	0.504
5	;	57600.0000	;	7340.6250	;	0.666
6	;	61650.0000	;	10125.0000	;	0.110
8	;	61650.0000	;	13921.8750	;	0.679
9	;	63450.0000	;	19996.8750	;	0.798
10	;	63900.0000	;	26325.0000	;	0.524
11	;	58950.0000	;	13921.8750	;	0.653
12	;	63450.0000	;	19996.8750	;	0.530
13	;	63900.0000	;	25818.7500	;	0.482
14	;	62550.0000	;	4556.2500	;	0.931
16	;	60300.0000	;	4809.3750	;	0.828
