ID	;	x	;	y	;	score
0	;	62550.0000	;	5568.7500	;	0.896
1	;	59850.0000	;	8353.1250	;	0.776
2	;	59400.0000	;	8353.1250	;	0.756
3	;	67500.0000	;	8606.2500	;	0.689
4	;	68850.0000	;	5821.8750	;	0.524
8	;	60750.0000	;	15946.8750	;	0.716
9	;	63450.0000	;	23034.3750	;	0.826
10	;	63900.0000	;	29109.3750	;	0.774
11	;	58500.0000	;	15693.7500	;	0.529
12	;	63450.0000	;	22781.2500	;	0.342
13	;	64800.0000	;	28603.1250	;	0.425
14	;	61650.0000	;	5315.6250	;	0.932
15	;	62100.0000	;	4809.3750	;	0.195
16	;	58950.0000	;	6075.0000	;	0.887
