ID	;	x	;	y	;	score
0	;	63900.0000	;	7340.6250	;	0.525
1	;	59400.0000	;	8606.2500	;	0.727
2	;	59850.0000	;	8353.1250	;	0.837
3	;	67050.0000	;	8606.2500	;	0.785
4	;	67500.0000	;	5821.8750	;	0.551
5	;	58500.0000	;	8606.2500	;	0.442
8	;	61650.0000	;	15693.7500	;	0.664
9	;	65250.0000	;	22528.1250	;	0.717
10	;	64350.0000	;	29109.3750	;	0.642
11	;	59400.0000	;	15693.7500	;	0.493
12	;	64350.0000	;	22781.2500	;	0.381
13	;	69750.0000	;	29362.5000	;	0.355
14	;	63900.0000	;	7087.5000	;	0.540
16	;	61650.0000	;	6328.1250	;	0.625
