ID	;	x	;	y	;	score
0	;	152.0000	;	14.0000	;	0.769
1	;	140.0000	;	32.0000	;	0.610
2	;	138.0000	;	32.0000	;	0.750
3	;	172.0000	;	34.0000	;	0.779
4	;	178.0000	;	14.0000	;	0.535
5	;	144.0000	;	34.0000	;	0.467
6	;	170.0000	;	24.0000	;	0.119
7	;	172.0000	;	14.0000	;	0.239
8	;	126.0000	;	98.0000	;	0.629
9	;	148.0000	;	142.0000	;	0.869
10	;	156.0000	;	170.0000	;	0.151
11	;	128.0000	;	96.0000	;	0.527
12	;	148.0000	;	142.0000	;	0.663
13	;	156.0000	;	166.0000	;	0.156
14	;	146.0000	;	12.0000	;	0.925
15	;	154.0000	;	10.0000	;	0.727
16	;	138.0000	;	14.0000	;	0.768
