ID	;	x	;	y	;	score
0	;	170.0000	;	48.0000	;	0.819
1	;	188.0000	;	66.0000	;	0.738
2	;	186.0000	;	64.0000	;	0.520
3	;	160.0000	;	78.0000	;	0.152
4	;	152.0000	;	56.0000	;	0.098
5	;	186.0000	;	68.0000	;	0.883
6	;	156.0000	;	76.0000	;	0.817
7	;	152.0000	;	54.0000	;	0.673
8	;	178.0000	;	128.0000	;	0.505
9	;	170.0000	;	170.0000	;	0.535
10	;	166.0000	;	208.0000	;	0.243
11	;	176.0000	;	128.0000	;	0.670
12	;	168.0000	;	172.0000	;	0.730
13	;	168.0000	;	214.0000	;	0.696
15	;	172.0000	;	44.0000	;	0.983
17	;	184.0000	;	46.0000	;	0.770
