ID	;	x	;	y	;	score
0	;	63000.0000	;	6328.1250	;	0.773
1	;	59400.0000	;	8859.3750	;	0.763
2	;	59850.0000	;	8606.2500	;	0.837
3	;	67500.0000	;	8606.2500	;	0.723
4	;	67950.0000	;	5821.8750	;	0.586
8	;	60750.0000	;	16200.0000	;	0.705
9	;	63900.0000	;	22781.2500	;	0.813
10	;	63900.0000	;	28856.2500	;	0.706
11	;	63000.0000	;	15946.8750	;	0.456
12	;	65250.0000	;	22275.0000	;	0.478
13	;	65250.0000	;	27084.3750	;	0.265
14	;	62100.0000	;	6075.0000	;	0.819
15	;	63450.0000	;	5821.8750	;	0.272
16	;	59850.0000	;	6328.1250	;	0.817
