ID	;	x	;	y	;	score
0	;	120.0000	;	34.0000	;	0.865
1	;	136.0000	;	48.0000	;	0.593
2	;	132.0000	;	48.0000	;	0.544
3	;	102.0000	;	56.0000	;	0.387
4	;	102.0000	;	40.0000	;	0.123
5	;	138.0000	;	46.0000	;	0.826
6	;	108.0000	;	52.0000	;	0.659
7	;	102.0000	;	32.0000	;	0.626
8	;	130.0000	;	104.0000	;	0.669
9	;	120.0000	;	152.0000	;	0.588
10	;	120.0000	;	200.0000	;	0.461
11	;	138.0000	;	104.0000	;	0.717
12	;	122.0000	;	152.0000	;	0.827
13	;	122.0000	;	204.0000	;	0.879
15	;	124.0000	;	32.0000	;	0.817
17	;	134.0000	;	32.0000	;	0.828
