ID	;	x	;	y	;	score
0	;	170.0000	;	50.0000	;	0.791
1	;	186.0000	;	66.0000	;	0.771
2	;	186.0000	;	64.0000	;	0.513
3	;	160.0000	;	76.0000	;	0.172
4	;	154.0000	;	58.0000	;	0.147
5	;	186.0000	;	68.0000	;	0.853
6	;	154.0000	;	76.0000	;	0.880
7	;	152.0000	;	56.0000	;	0.661
8	;	178.0000	;	126.0000	;	0.505
9	;	170.0000	;	172.0000	;	0.623
10	;	166.0000	;	210.0000	;	0.372
11	;	174.0000	;	128.0000	;	0.614
12	;	168.0000	;	174.0000	;	0.669
13	;	168.0000	;	216.0000	;	0.671
15	;	172.0000	;	46.0000	;	0.819
17	;	182.0000	;	46.0000	;	0.725
