ID	;	x	;	y	;	score
0	;	144.0000	;	6.0000	;	0.836
1	;	140.0000	;	24.0000	;	0.669
2	;	140.0000	;	26.0000	;	0.839
3	;	168.0000	;	32.0000	;	0.717
4	;	176.0000	;	12.0000	;	0.670
5	;	140.0000	;	22.0000	;	0.472
6	;	162.0000	;	18.0000	;	0.091
7	;	172.0000	;	14.0000	;	0.177
8	;	140.0000	;	90.0000	;	0.685
9	;	156.0000	;	138.0000	;	0.743
10	;	158.0000	;	172.0000	;	0.329
11	;	140.0000	;	88.0000	;	0.519
12	;	154.0000	;	138.0000	;	0.588
13	;	158.0000	;	170.0000	;	0.143
14	;	138.0000	;	6.0000	;	0.875
15	;	144.0000	;	4.0000	;	0.503
16	;	132.0000	;	8.0000	;	0.853
