ID	;	x	;	y	;	score
0	;	166.0000	;	34.0000	;	0.603
1	;	176.0000	;	46.0000	;	0.718
2	;	174.0000	;	46.0000	;	0.700
3	;	154.0000	;	48.0000	;	0.363
4	;	152.0000	;	34.0000	;	0.503
5	;	180.0000	;	46.0000	;	0.794
6	;	158.0000	;	48.0000	;	0.526
7	;	156.0000	;	34.0000	;	0.653
8	;	166.0000	;	86.0000	;	0.618
9	;	160.0000	;	118.0000	;	0.703
10	;	162.0000	;	148.0000	;	0.668
11	;	172.0000	;	88.0000	;	0.766
12	;	158.0000	;	120.0000	;	0.797
13	;	158.0000	;	148.0000	;	0.597
15	;	168.0000	;	30.0000	;	0.652
17	;	174.0000	;	32.0000	;	0.712
