ID	;	x	;	y	;	score
0	;	94.0000	;	18.0000	;	0.613
1	;	94.0000	;	36.0000	;	0.813
2	;	96.0000	;	38.0000	;	0.736
3	;	74.0000	;	40.0000	;	0.227
4	;	68.0000	;	30.0000	;	0.311
5	;	90.0000	;	36.0000	;	0.850
6	;	62.0000	;	40.0000	;	0.631
7	;	64.0000	;	24.0000	;	0.472
8	;	74.0000	;	78.0000	;	0.627
9	;	66.0000	;	120.0000	;	0.543
10	;	68.0000	;	156.0000	;	0.506
11	;	72.0000	;	78.0000	;	0.705
12	;	66.0000	;	120.0000	;	0.809
13	;	74.0000	;	160.0000	;	0.748
15	;	98.0000	;	16.0000	;	0.622
17	;	102.0000	;	24.0000	;	0.699
