ID	;	x	;	y	;	score
0	;	222.0000	;	32.0000	;	0.710
1	;	226.0000	;	52.0000	;	0.737
2	;	224.0000	;	52.0000	;	0.725
3	;	254.0000	;	56.0000	;	0.637
4	;	258.0000	;	36.0000	;	0.718
5	;	228.0000	;	50.0000	;	0.596
6	;	250.0000	;	54.0000	;	0.129
7	;	256.0000	;	36.0000	;	0.287
8	;	234.0000	;	102.0000	;	0.769
9	;	242.0000	;	140.0000	;	0.831
10	;	242.0000	;	170.0000	;	0.371
11	;	242.0000	;	98.0000	;	0.627
12	;	248.0000	;	138.0000	;	0.498
13	;	248.0000	;	168.0000	;	0.429
14	;	218.0000	;	32.0000	;	0.768
15	;	222.0000	;	28.0000	;	0.755
16	;	212.0000	;	40.0000	;	0.771
