ID	;	x	;	y	;	score
0	;	166.0000	;	26.0000	;	0.789
1	;	178.0000	;	38.0000	;	0.685
2	;	180.0000	;	38.0000	;	0.510
3	;	154.0000	;	44.0000	;	0.154
4	;	154.0000	;	28.0000	;	0.135
5	;	178.0000	;	40.0000	;	0.626
6	;	152.0000	;	42.0000	;	0.728
7	;	154.0000	;	24.0000	;	0.660
8	;	180.0000	;	82.0000	;	0.631
9	;	166.0000	;	114.0000	;	0.686
10	;	164.0000	;	148.0000	;	0.844
11	;	176.0000	;	82.0000	;	0.692
12	;	158.0000	;	114.0000	;	0.670
13	;	158.0000	;	146.0000	;	0.643
15	;	168.0000	;	22.0000	;	0.786
17	;	176.0000	;	24.0000	;	0.836
