ID	;	x	;	y	;	score
0	;	176.0000	;	6.0000	;	0.818
1	;	180.0000	;	24.0000	;	0.761
2	;	174.0000	;	22.0000	;	0.621
3	;	156.0000	;	34.0000	;	0.163
5	;	186.0000	;	26.0000	;	0.874
6	;	162.0000	;	34.0000	;	0.629
7	;	152.0000	;	18.0000	;	0.238
8	;	172.0000	;	74.0000	;	0.633
9	;	166.0000	;	114.0000	;	0.547
10	;	166.0000	;	154.0000	;	0.403
11	;	180.0000	;	76.0000	;	0.806
12	;	168.0000	;	114.0000	;	0.670
13	;	168.0000	;	158.0000	;	0.729
14	;	174.0000	;	4.0000	;	0.560
15	;	180.0000	;	6.0000	;	0.838
17	;	188.0000	;	8.0000	;	0.781
