ID	;	x	;	y	;	score
0	;	134.0000	;	8.0000	;	0.613
1	;	150.0000	;	22.0000	;	0.699
2	;	152.0000	;	22.0000	;	0.584
3	;	140.0000	;	50.0000	;	0.394
4	;	126.0000	;	60.0000	;	0.437
5	;	146.0000	;	22.0000	;	0.825
6	;	118.0000	;	16.0000	;	0.651
7	;	120.0000	;	8.0000	;	0.185
8	;	146.0000	;	72.0000	;	0.550
9	;	132.0000	;	114.0000	;	0.597
10	;	128.0000	;	154.0000	;	0.370
11	;	144.0000	;	72.0000	;	0.590
12	;	130.0000	;	116.0000	;	0.833
13	;	130.0000	;	162.0000	;	0.758
15	;	136.0000	;	6.0000	;	0.776
17	;	146.0000	;	8.0000	;	0.853
