ID	;	x	;	y	;	score
0	;	170.0000	;	28.0000	;	0.954
1	;	178.0000	;	46.0000	;	0.781
2	;	174.0000	;	46.0000	;	0.765
3	;	152.0000	;	52.0000	;	0.560
4	;	150.0000	;	32.0000	;	0.570
5	;	182.0000	;	48.0000	;	0.721
6	;	162.0000	;	52.0000	;	0.342
7	;	152.0000	;	36.0000	;	0.419
8	;	172.0000	;	84.0000	;	0.782
9	;	154.0000	;	110.0000	;	0.661
10	;	160.0000	;	140.0000	;	0.485
11	;	182.0000	;	88.0000	;	0.819
12	;	162.0000	;	116.0000	;	0.906
13	;	164.0000	;	148.0000	;	0.870
15	;	174.0000	;	26.0000	;	0.885
17	;	180.0000	;	32.0000	;	0.803
