ID	;	x	;	y	;	score
0	;	196.0000	;	36.0000	;	0.787
1	;	186.0000	;	44.0000	;	0.841
2	;	184.0000	;	44.0000	;	0.830
3	;	200.0000	;	48.0000	;	0.728
4	;	204.0000	;	40.0000	;	0.629
5	;	188.0000	;	46.0000	;	0.688
6	;	202.0000	;	50.0000	;	0.285
8	;	184.0000	;	80.0000	;	0.649
9	;	194.0000	;	110.0000	;	0.902
10	;	196.0000	;	142.0000	;	0.859
11	;	188.0000	;	80.0000	;	0.675
12	;	192.0000	;	110.0000	;	0.789
13	;	196.0000	;	140.0000	;	0.720
14	;	194.0000	;	34.0000	;	0.763
15	;	196.0000	;	34.0000	;	0.332
16	;	188.0000	;	34.0000	;	0.828
