ID	;	x	;	y	;	score
0	;	172.0000	;	66.0000	;	0.889
1	;	178.0000	;	82.0000	;	0.744
2	;	176.0000	;	80.0000	;	0.556
3	;	160.0000	;	88.0000	;	0.251
4	;	158.0000	;	76.0000	;	0.302
5	;	180.0000	;	82.0000	;	0.833
6	;	160.0000	;	90.0000	;	0.755
7	;	158.0000	;	72.0000	;	0.609
8	;	166.0000	;	124.0000	;	0.606
9	;	164.0000	;	154.0000	;	0.586
10	;	168.0000	;	172.0000	;	0.203
11	;	170.0000	;	124.0000	;	0.802
12	;	162.0000	;	154.0000	;	0.686
13	;	164.0000	;	172.0000	;	0.204
14	;	172.0000	;	64.0000	;	0.170
15	;	174.0000	;	64.0000	;	0.743
17	;	182.0000	;	68.0000	;	0.880
