ID	;	x	;	y	;	score
0	;	86.0000	;	22.0000	;	0.792
1	;	96.0000	;	40.0000	;	0.601
2	;	96.0000	;	38.0000	;	0.523
3	;	70.0000	;	48.0000	;	0.106
4	;	70.0000	;	30.0000	;	0.089
5	;	98.0000	;	40.0000	;	0.779
6	;	64.0000	;	44.0000	;	0.828
7	;	66.0000	;	24.0000	;	0.778
8	;	84.0000	;	92.0000	;	0.671
9	;	80.0000	;	136.0000	;	0.616
10	;	76.0000	;	180.0000	;	0.483
11	;	94.0000	;	94.0000	;	0.646
12	;	82.0000	;	138.0000	;	0.789
13	;	78.0000	;	184.0000	;	0.704
15	;	88.0000	;	18.0000	;	0.919
17	;	98.0000	;	22.0000	;	0.904
