ID	;	x	;	y	;	score
0	;	90.0000	;	18.0000	;	0.897
1	;	108.0000	;	34.0000	;	0.710
2	;	112.0000	;	34.0000	;	0.572
3	;	78.0000	;	44.0000	;	0.143
4	;	76.0000	;	40.0000	;	0.080
5	;	106.0000	;	32.0000	;	0.716
6	;	74.0000	;	38.0000	;	0.823
7	;	74.0000	;	18.0000	;	0.881
8	;	104.0000	;	94.0000	;	0.559
9	;	92.0000	;	138.0000	;	0.660
10	;	94.0000	;	174.0000	;	0.270
11	;	102.0000	;	94.0000	;	0.748
12	;	88.0000	;	138.0000	;	0.708
13	;	92.0000	;	172.0000	;	0.279
15	;	94.0000	;	14.0000	;	0.843
17	;	104.0000	;	14.0000	;	0.806
