ID	;	x	;	y	;	score
0	;	226.0000	;	32.0000	;	0.780
1	;	226.0000	;	52.0000	;	0.784
2	;	224.0000	;	54.0000	;	0.759
3	;	254.0000	;	58.0000	;	0.728
4	;	256.0000	;	36.0000	;	0.589
5	;	228.0000	;	50.0000	;	0.602
6	;	250.0000	;	52.0000	;	0.129
7	;	254.0000	;	38.0000	;	0.237
8	;	234.0000	;	102.0000	;	0.739
9	;	242.0000	;	140.0000	;	0.818
10	;	242.0000	;	172.0000	;	0.475
11	;	242.0000	;	100.0000	;	0.655
12	;	246.0000	;	140.0000	;	0.561
13	;	246.0000	;	168.0000	;	0.285
14	;	220.0000	;	30.0000	;	0.897
15	;	224.0000	;	28.0000	;	0.849
16	;	212.0000	;	38.0000	;	0.827
