ID	;	x	;	y	;	score
0	;	152.0000	;	34.0000	;	0.895
1	;	158.0000	;	48.0000	;	0.652
2	;	160.0000	;	50.0000	;	0.506
3	;	138.0000	;	44.0000	;	0.142
4	;	140.0000	;	38.0000	;	0.104
5	;	156.0000	;	48.0000	;	0.726
6	;	136.0000	;	42.0000	;	0.640
7	;	134.0000	;	30.0000	;	0.362
8	;	158.0000	;	90.0000	;	0.538
9	;	148.0000	;	114.0000	;	0.355
10	;	144.0000	;	138.0000	;	0.239
11	;	156.0000	;	90.0000	;	0.705
12	;	146.0000	;	114.0000	;	0.583
13	;	142.0000	;	140.0000	;	0.514
14	;	152.0000	;	32.0000	;	0.451
15	;	156.0000	;	32.0000	;	0.856
17	;	160.0000	;	36.0000	;	0.872
