ID	;	x	;	y	;	score
0	;	166.0000	;	34.0000	;	0.838
1	;	174.0000	;	46.0000	;	0.709
2	;	170.0000	;	44.0000	;	0.752
3	;	152.0000	;	46.0000	;	0.356
4	;	152.0000	;	32.0000	;	0.452
5	;	178.0000	;	46.0000	;	0.774
6	;	154.0000	;	48.0000	;	0.593
7	;	154.0000	;	32.0000	;	0.558
8	;	166.0000	;	86.0000	;	0.760
9	;	158.0000	;	116.0000	;	0.660
10	;	162.0000	;	148.0000	;	0.685
11	;	172.0000	;	88.0000	;	0.820
12	;	158.0000	;	116.0000	;	0.803
13	;	158.0000	;	146.0000	;	0.665
14	;	166.0000	;	32.0000	;	0.311
15	;	168.0000	;	30.0000	;	0.859
17	;	178.0000	;	32.0000	;	0.841
