ID	;	x	;	y	;	score
0	;	220.0000	;	34.0000	;	0.887
1	;	224.0000	;	52.0000	;	0.704
2	;	222.0000	;	54.0000	;	0.707
3	;	254.0000	;	56.0000	;	0.668
4	;	256.0000	;	34.0000	;	0.597
5	;	226.0000	;	48.0000	;	0.584
6	;	248.0000	;	50.0000	;	0.123
7	;	254.0000	;	36.0000	;	0.259
8	;	236.0000	;	102.0000	;	0.765
9	;	240.0000	;	144.0000	;	0.738
10	;	240.0000	;	172.0000	;	0.328
11	;	244.0000	;	98.0000	;	0.657
12	;	248.0000	;	142.0000	;	0.628
13	;	248.0000	;	170.0000	;	0.303
14	;	214.0000	;	34.0000	;	0.795
15	;	218.0000	;	30.0000	;	0.783
16	;	210.0000	;	42.0000	;	0.836
