ID	;	x	;	y	;	score
0	;	172.0000	;	24.0000	;	0.793
1	;	182.0000	;	46.0000	;	0.761
2	;	188.0000	;	46.0000	;	0.741
3	;	194.0000	;	70.0000	;	0.631
4	;	196.0000	;	90.0000	;	0.500
5	;	178.0000	;	46.0000	;	0.868
6	;	152.0000	;	46.0000	;	0.857
7	;	152.0000	;	26.0000	;	0.692
8	;	188.0000	;	94.0000	;	0.696
9	;	174.0000	;	132.0000	;	0.763
10	;	176.0000	;	168.0000	;	0.512
11	;	180.0000	;	94.0000	;	0.790
12	;	166.0000	;	132.0000	;	0.734
13	;	166.0000	;	170.0000	;	0.497
15	;	174.0000	;	22.0000	;	0.717
17	;	182.0000	;	28.0000	;	0.857
