ID	;	x	;	y	;	score
0	;	174.0000	;	20.0000	;	0.838
1	;	182.0000	;	38.0000	;	0.688
2	;	186.0000	;	38.0000	;	0.690
3	;	164.0000	;	42.0000	;	0.106
4	;	160.0000	;	28.0000	;	0.121
5	;	178.0000	;	38.0000	;	0.839
6	;	154.0000	;	40.0000	;	0.818
7	;	156.0000	;	22.0000	;	0.827
8	;	180.0000	;	82.0000	;	0.692
9	;	168.0000	;	116.0000	;	0.639
10	;	168.0000	;	148.0000	;	0.483
11	;	172.0000	;	82.0000	;	0.781
12	;	164.0000	;	116.0000	;	0.814
13	;	164.0000	;	152.0000	;	0.669
15	;	178.0000	;	18.0000	;	0.889
17	;	184.0000	;	22.0000	;	0.887
