ID	;	x	;	y	;	score
0	;	168.0000	;	30.0000	;	0.739
1	;	176.0000	;	44.0000	;	0.710
2	;	174.0000	;	42.0000	;	0.615
3	;	156.0000	;	48.0000	;	0.226
4	;	154.0000	;	34.0000	;	0.265
5	;	178.0000	;	44.0000	;	0.855
6	;	156.0000	;	48.0000	;	0.596
7	;	154.0000	;	32.0000	;	0.619
8	;	166.0000	;	84.0000	;	0.636
9	;	160.0000	;	114.0000	;	0.617
10	;	162.0000	;	144.0000	;	0.643
11	;	168.0000	;	84.0000	;	0.773
12	;	156.0000	;	114.0000	;	0.714
13	;	158.0000	;	144.0000	;	0.740
15	;	170.0000	;	26.0000	;	0.899
17	;	176.0000	;	28.0000	;	0.949
