ID	;	x	;	y	;	score
0	;	220.0000	;	36.0000	;	0.958
1	;	226.0000	;	52.0000	;	0.738
2	;	224.0000	;	56.0000	;	0.662
3	;	254.0000	;	60.0000	;	0.804
4	;	256.0000	;	38.0000	;	0.642
5	;	226.0000	;	50.0000	;	0.610
6	;	246.0000	;	50.0000	;	0.090
8	;	234.0000	;	102.0000	;	0.779
9	;	242.0000	;	142.0000	;	0.824
10	;	240.0000	;	172.0000	;	0.353
11	;	244.0000	;	100.0000	;	0.694
12	;	248.0000	;	140.0000	;	0.610
13	;	248.0000	;	168.0000	;	0.346
14	;	216.0000	;	36.0000	;	0.843
15	;	220.0000	;	32.0000	;	0.826
16	;	212.0000	;	42.0000	;	0.875
