ID	;	x	;	y	;	score
0	;	92.0000	;	18.0000	;	0.807
1	;	92.0000	;	36.0000	;	0.844
2	;	96.0000	;	38.0000	;	0.753
3	;	74.0000	;	40.0000	;	0.253
4	;	66.0000	;	30.0000	;	0.396
5	;	90.0000	;	36.0000	;	0.832
6	;	62.0000	;	40.0000	;	0.625
7	;	62.0000	;	26.0000	;	0.534
8	;	74.0000	;	78.0000	;	0.603
9	;	66.0000	;	120.0000	;	0.510
10	;	68.0000	;	158.0000	;	0.458
11	;	72.0000	;	80.0000	;	0.693
12	;	66.0000	;	122.0000	;	0.730
13	;	74.0000	;	162.0000	;	0.718
14	;	94.0000	;	16.0000	;	0.226
15	;	96.0000	;	18.0000	;	0.784
17	;	102.0000	;	24.0000	;	0.734
