ID	;	x	;	y	;	score
0	;	84.0000	;	26.0000	;	0.521
1	;	94.0000	;	40.0000	;	0.658
2	;	96.0000	;	38.0000	;	0.640
3	;	72.0000	;	38.0000	;	0.235
4	;	68.0000	;	28.0000	;	0.308
5	;	92.0000	;	38.0000	;	0.854
6	;	64.0000	;	42.0000	;	0.744
7	;	64.0000	;	24.0000	;	0.597
8	;	90.0000	;	86.0000	;	0.595
9	;	78.0000	;	124.0000	;	0.600
10	;	72.0000	;	162.0000	;	0.506
11	;	90.0000	;	86.0000	;	0.793
12	;	78.0000	;	124.0000	;	0.876
13	;	74.0000	;	164.0000	;	0.732
15	;	86.0000	;	24.0000	;	0.464
17	;	92.0000	;	26.0000	;	0.815
