ID	;	x	;	y	;	score
0	;	226.0000	;	32.0000	;	0.820
1	;	226.0000	;	54.0000	;	0.776
2	;	224.0000	;	54.0000	;	0.708
3	;	252.0000	;	58.0000	;	0.732
4	;	254.0000	;	40.0000	;	0.524
5	;	228.0000	;	52.0000	;	0.619
6	;	252.0000	;	56.0000	;	0.152
7	;	254.0000	;	40.0000	;	0.246
8	;	236.0000	;	100.0000	;	0.744
9	;	242.0000	;	138.0000	;	0.711
10	;	240.0000	;	170.0000	;	0.358
11	;	242.0000	;	98.0000	;	0.630
12	;	246.0000	;	138.0000	;	0.513
13	;	246.0000	;	170.0000	;	0.310
14	;	220.0000	;	30.0000	;	0.860
15	;	226.0000	;	28.0000	;	0.951
16	;	214.0000	;	38.0000	;	0.813
