ID	;	x	;	y	;	score
0	;	220.0000	;	74.0000	;	0.979
1	;	206.0000	;	100.0000	;	0.573
2	;	202.0000	;	100.0000	;	0.830
3	;	252.0000	;	88.0000	;	0.758
4	;	254.0000	;	52.0000	;	0.787
5	;	210.0000	;	100.0000	;	0.433
6	;	248.0000	;	88.0000	;	0.111
8	;	192.0000	;	182.0000	;	0.625
9	;	222.0000	;	236.0000	;	0.668
10	;	236.0000	;	294.0000	;	0.701
11	;	200.0000	;	180.0000	;	0.561
12	;	224.0000	;	234.0000	;	0.472
13	;	238.0000	;	284.0000	;	0.352
14	;	212.0000	;	70.0000	;	0.908
15	;	222.0000	;	68.0000	;	0.826
16	;	200.0000	;	74.0000	;	0.907
