ID	;	x	;	y	;	score
0	;	134.0000	;	10.0000	;	0.462
1	;	148.0000	;	26.0000	;	0.792
2	;	150.0000	;	26.0000	;	0.581
3	;	138.0000	;	50.0000	;	0.205
4	;	128.0000	;	60.0000	;	0.370
5	;	146.0000	;	26.0000	;	0.804
6	;	118.0000	;	14.0000	;	0.734
7	;	120.0000	;	8.0000	;	0.197
8	;	144.0000	;	74.0000	;	0.554
9	;	128.0000	;	116.0000	;	0.469
10	;	126.0000	;	154.0000	;	0.266
11	;	140.0000	;	76.0000	;	0.776
12	;	126.0000	;	118.0000	;	0.857
13	;	128.0000	;	162.0000	;	0.698
15	;	138.0000	;	8.0000	;	0.490
17	;	144.0000	;	10.0000	;	0.940
