ID	;	x	;	y	;	score
0	;	168.0000	;	14.0000	;	0.850
1	;	172.0000	;	32.0000	;	0.789
2	;	166.0000	;	30.0000	;	0.791
3	;	152.0000	;	46.0000	;	0.427
4	;	152.0000	;	30.0000	;	0.506
5	;	180.0000	;	34.0000	;	0.900
6	;	154.0000	;	46.0000	;	0.853
7	;	152.0000	;	28.0000	;	0.683
8	;	162.0000	;	82.0000	;	0.677
9	;	160.0000	;	122.0000	;	0.475
10	;	170.0000	;	160.0000	;	0.433
11	;	172.0000	;	82.0000	;	0.799
12	;	164.0000	;	122.0000	;	0.779
13	;	170.0000	;	162.0000	;	0.664
14	;	168.0000	;	12.0000	;	0.771
15	;	172.0000	;	12.0000	;	0.971
17	;	180.0000	;	16.0000	;	0.864
