ID	;	x	;	y	;	score
0	;	206.0000	;	12.0000	;	0.739
1	;	198.0000	;	34.0000	;	0.782
2	;	186.0000	;	38.0000	;	0.838
3	;	218.0000	;	56.0000	;	0.836
4	;	216.0000	;	22.0000	;	0.613
5	;	210.0000	;	30.0000	;	0.636
6	;	236.0000	;	42.0000	;	0.105
8	;	204.0000	;	110.0000	;	0.631
9	;	218.0000	;	168.0000	;	0.639
10	;	206.0000	;	216.0000	;	0.445
11	;	216.0000	;	108.0000	;	0.525
12	;	218.0000	;	166.0000	;	0.496
13	;	196.0000	;	208.0000	;	0.537
14	;	200.0000	;	8.0000	;	0.782
15	;	208.0000	;	8.0000	;	0.706
16	;	188.0000	;	10.0000	;	0.984
