ID	;	x	;	y	;	score
0	;	59850.0000	;	5315.6250	;	0.984
1	;	59850.0000	;	7846.8750	;	0.834
2	;	58500.0000	;	8353.1250	;	0.837
3	;	67050.0000	;	8353.1250	;	0.791
4	;	68850.0000	;	5315.6250	;	0.591
5	;	61650.0000	;	7846.8750	;	0.675
6	;	66150.0000	;	8353.1250	;	0.307
8	;	60750.0000	;	15946.8750	;	0.738
9	;	64800.0000	;	22021.8750	;	0.801
10	;	63900.0000	;	28096.8750	;	0.757
11	;	63450.0000	;	15693.7500	;	0.667
12	;	64350.0000	;	22021.8750	;	0.304
13	;	65700.0000	;	27084.3750	;	0.129
14	;	58500.0000	;	5315.6250	;	0.952
15	;	60300.0000	;	4809.3750	;	0.900
16	;	57150.0000	;	6328.1250	;	0.890
