ID	;	x	;	y	;	score
0	;	100.0000	;	8.0000	;	0.719
1	;	112.0000	;	30.0000	;	0.685
2	;	114.0000	;	30.0000	;	0.648
3	;	90.0000	;	42.0000	;	0.357
4	;	80.0000	;	28.0000	;	0.467
5	;	108.0000	;	30.0000	;	0.779
6	;	84.0000	;	38.0000	;	0.718
7	;	76.0000	;	26.0000	;	0.674
8	;	106.0000	;	82.0000	;	0.647
9	;	86.0000	;	126.0000	;	0.648
10	;	86.0000	;	168.0000	;	0.405
11	;	98.0000	;	82.0000	;	0.781
12	;	82.0000	;	126.0000	;	0.867
13	;	88.0000	;	170.0000	;	0.513
15	;	104.0000	;	8.0000	;	0.649
17	;	114.0000	;	10.0000	;	1.000
