ID	;	x	;	y	;	score
0	;	82.0000	;	36.0000	;	0.957
1	;	96.0000	;	52.0000	;	0.744
2	;	90.0000	;	52.0000	;	0.601
3	;	78.0000	;	80.0000	;	0.300
4	;	74.0000	;	106.0000	;	0.342
5	;	104.0000	;	52.0000	;	0.859
6	;	66.0000	;	54.0000	;	0.799
7	;	66.0000	;	34.0000	;	0.786
8	;	86.0000	;	112.0000	;	0.582
9	;	86.0000	;	158.0000	;	0.582
10	;	78.0000	;	200.0000	;	0.480
11	;	98.0000	;	112.0000	;	0.707
12	;	82.0000	;	158.0000	;	0.808
13	;	76.0000	;	202.0000	;	0.801
14	;	80.0000	;	34.0000	;	0.198
15	;	84.0000	;	32.0000	;	0.810
17	;	98.0000	;	32.0000	;	0.851
