ID	;	x	;	y	;	score
0	;	128.0000	;	24.0000	;	0.775
1	;	132.0000	;	44.0000	;	0.835
2	;	134.0000	;	44.0000	;	0.533
3	;	116.0000	;	66.0000	;	0.229
4	;	114.0000	;	66.0000	;	0.217
5	;	126.0000	;	44.0000	;	0.734
6	;	104.0000	;	44.0000	;	0.857
7	;	104.0000	;	26.0000	;	0.761
8	;	130.0000	;	92.0000	;	0.627
9	;	110.0000	;	126.0000	;	0.597
10	;	108.0000	;	156.0000	;	0.294
11	;	124.0000	;	92.0000	;	0.837
12	;	116.0000	;	130.0000	;	0.745
13	;	112.0000	;	162.0000	;	0.720
14	;	128.0000	;	20.0000	;	0.845
15	;	134.0000	;	22.0000	;	0.781
17	;	140.0000	;	28.0000	;	0.880
