ID	;	x	;	y	;	score
0	;	172.0000	;	10.0000	;	0.848
1	;	182.0000	;	30.0000	;	0.705
2	;	178.0000	;	28.0000	;	0.636
3	;	158.0000	;	40.0000	;	0.122
4	;	154.0000	;	20.0000	;	0.128
5	;	186.0000	;	32.0000	;	0.725
6	;	160.0000	;	44.0000	;	0.347
7	;	156.0000	;	20.0000	;	0.198
8	;	176.0000	;	78.0000	;	0.586
9	;	170.0000	;	116.0000	;	0.611
10	;	170.0000	;	156.0000	;	0.528
11	;	184.0000	;	80.0000	;	0.682
12	;	164.0000	;	116.0000	;	0.803
13	;	166.0000	;	160.0000	;	0.660
15	;	176.0000	;	8.0000	;	0.734
17	;	186.0000	;	10.0000	;	0.939
