ID	;	x	;	y	;	score
0	;	172.0000	;	26.0000	;	0.931
1	;	176.0000	;	44.0000	;	0.758
2	;	168.0000	;	42.0000	;	0.759
3	;	152.0000	;	48.0000	;	0.285
4	;	150.0000	;	32.0000	;	0.399
5	;	182.0000	;	46.0000	;	0.758
6	;	172.0000	;	52.0000	;	0.228
7	;	156.0000	;	36.0000	;	0.219
8	;	162.0000	;	82.0000	;	0.717
9	;	158.0000	;	114.0000	;	0.544
10	;	160.0000	;	144.0000	;	0.632
11	;	170.0000	;	84.0000	;	0.816
12	;	158.0000	;	114.0000	;	0.679
13	;	158.0000	;	144.0000	;	0.723
14	;	172.0000	;	22.0000	;	0.775
15	;	176.0000	;	24.0000	;	0.839
17	;	184.0000	;	30.0000	;	0.869
