ID	;	x	;	y	;	score
0	;	188.0000	;	34.0000	;	0.956
1	;	186.0000	;	46.0000	;	0.904
2	;	182.0000	;	46.0000	;	0.787
3	;	202.0000	;	46.0000	;	0.645
4	;	204.0000	;	38.0000	;	0.493
5	;	190.0000	;	46.0000	;	0.730
6	;	204.0000	;	46.0000	;	0.508
7	;	206.0000	;	38.0000	;	0.395
8	;	184.0000	;	82.0000	;	0.686
9	;	192.0000	;	110.0000	;	0.783
10	;	194.0000	;	144.0000	;	0.809
11	;	190.0000	;	80.0000	;	0.651
12	;	192.0000	;	110.0000	;	0.774
13	;	194.0000	;	142.0000	;	0.706
14	;	186.0000	;	32.0000	;	0.820
15	;	188.0000	;	32.0000	;	0.800
16	;	182.0000	;	36.0000	;	0.902
17	;	190.0000	;	34.0000	;	0.275
