ID	;	x	;	y	;	score
0	;	194.0000	;	36.0000	;	0.735
1	;	184.0000	;	48.0000	;	0.698
2	;	186.0000	;	46.0000	;	0.776
3	;	204.0000	;	48.0000	;	0.728
4	;	206.0000	;	36.0000	;	0.585
5	;	182.0000	;	48.0000	;	0.614
6	;	200.0000	;	48.0000	;	0.129
7	;	204.0000	;	38.0000	;	0.154
8	;	190.0000	;	84.0000	;	0.803
9	;	196.0000	;	112.0000	;	0.860
10	;	196.0000	;	144.0000	;	0.835
11	;	184.0000	;	84.0000	;	0.666
12	;	194.0000	;	112.0000	;	0.780
13	;	198.0000	;	140.0000	;	0.625
14	;	192.0000	;	34.0000	;	0.707
16	;	186.0000	;	36.0000	;	0.888
