ID	;	x	;	y	;	score
0	;	150.0000	;	8.0000	;	0.734
1	;	150.0000	;	20.0000	;	0.736
2	;	146.0000	;	18.0000	;	0.581
3	;	124.0000	;	24.0000	;	0.220
4	;	124.0000	;	10.0000	;	0.447
5	;	154.0000	;	24.0000	;	0.750
6	;	124.0000	;	30.0000	;	0.835
7	;	122.0000	;	10.0000	;	0.694
8	;	142.0000	;	74.0000	;	0.623
9	;	134.0000	;	116.0000	;	0.488
10	;	142.0000	;	156.0000	;	0.240
11	;	148.0000	;	76.0000	;	0.753
12	;	130.0000	;	116.0000	;	0.829
13	;	132.0000	;	154.0000	;	0.601
14	;	150.0000	;	6.0000	;	0.860
15	;	154.0000	;	8.0000	;	0.727
16	;	144.0000	;	6.0000	;	0.220
17	;	162.0000	;	10.0000	;	0.870
