ID	;	x	;	y	;	score
0	;	174.0000	;	24.0000	;	0.775
1	;	176.0000	;	50.0000	;	0.643
2	;	172.0000	;	52.0000	;	0.845
3	;	216.0000	;	56.0000	;	0.764
4	;	216.0000	;	22.0000	;	0.676
5	;	178.0000	;	46.0000	;	0.507
6	;	212.0000	;	56.0000	;	0.126
8	;	184.0000	;	124.0000	;	0.664
9	;	200.0000	;	180.0000	;	0.741
10	;	206.0000	;	230.0000	;	0.314
11	;	194.0000	;	120.0000	;	0.563
12	;	200.0000	;	178.0000	;	0.389
13	;	196.0000	;	220.0000	;	0.242
14	;	168.0000	;	24.0000	;	0.716
15	;	174.0000	;	20.0000	;	0.819
16	;	160.0000	;	34.0000	;	0.857
