ID	;	x	;	y	;	score
0	;	142.0000	;	8.0000	;	0.659
1	;	150.0000	;	22.0000	;	0.582
2	;	150.0000	;	20.0000	;	0.515
3	;	124.0000	;	28.0000	;	0.138
4	;	124.0000	;	12.0000	;	0.194
5	;	152.0000	;	24.0000	;	0.718
6	;	122.0000	;	30.0000	;	0.880
7	;	124.0000	;	10.0000	;	0.729
8	;	140.0000	;	72.0000	;	0.579
9	;	136.0000	;	116.0000	;	0.482
10	;	146.0000	;	158.0000	;	0.367
11	;	146.0000	;	74.0000	;	0.709
12	;	128.0000	;	116.0000	;	0.795
13	;	132.0000	;	156.0000	;	0.707
14	;	142.0000	;	6.0000	;	0.245
15	;	146.0000	;	6.0000	;	0.899
17	;	156.0000	;	8.0000	;	0.861
