ID	;	x	;	y	;	score
0	;	63000.0000	;	5315.6250	;	0.842
1	;	59850.0000	;	7340.6250	;	0.738
2	;	60300.0000	;	7340.6250	;	0.802
3	;	67500.0000	;	6834.3750	;	0.767
4	;	67950.0000	;	4303.1250	;	0.537
5	;	58500.0000	;	7593.7500	;	0.550
8	;	61650.0000	;	14428.1250	;	0.665
9	;	63000.0000	;	21009.3750	;	0.786
10	;	63900.0000	;	26831.2500	;	0.788
11	;	58500.0000	;	14428.1250	;	0.536
12	;	63900.0000	;	20503.1250	;	0.634
13	;	65250.0000	;	26578.1250	;	0.429
14	;	62100.0000	;	5062.5000	;	0.872
15	;	63450.0000	;	4556.2500	;	0.381
16	;	59850.0000	;	5568.7500	;	0.868
