ID	;	x	;	y	;	score
0	;	114.0000	;	10.0000	;	0.946
1	;	118.0000	;	32.0000	;	0.655
2	;	120.0000	;	30.0000	;	0.519
3	;	96.0000	;	38.0000	;	0.228
4	;	86.0000	;	34.0000	;	0.412
5	;	116.0000	;	32.0000	;	0.741
6	;	90.0000	;	36.0000	;	0.727
7	;	82.0000	;	28.0000	;	0.470
8	;	106.0000	;	86.0000	;	0.571
9	;	98.0000	;	132.0000	;	0.662
10	;	96.0000	;	170.0000	;	0.376
11	;	106.0000	;	88.0000	;	0.743
12	;	98.0000	;	132.0000	;	0.804
13	;	98.0000	;	170.0000	;	0.455
14	;	114.0000	;	8.0000	;	0.700
15	;	120.0000	;	10.0000	;	0.832
17	;	126.0000	;	16.0000	;	0.708
