ID	;	x	;	y	;	score
0	;	174.0000	;	18.0000	;	0.748
1	;	182.0000	;	38.0000	;	0.710
2	;	186.0000	;	36.0000	;	0.721
3	;	164.0000	;	42.0000	;	0.122
4	;	160.0000	;	26.0000	;	0.167
5	;	180.0000	;	36.0000	;	0.850
6	;	154.0000	;	40.0000	;	0.815
7	;	158.0000	;	20.0000	;	0.813
8	;	178.0000	;	80.0000	;	0.671
9	;	168.0000	;	114.0000	;	0.621
10	;	166.0000	;	148.0000	;	0.539
11	;	172.0000	;	80.0000	;	0.725
12	;	160.0000	;	114.0000	;	0.699
13	;	164.0000	;	150.0000	;	0.717
15	;	178.0000	;	16.0000	;	0.785
17	;	186.0000	;	20.0000	;	0.930
