ID	;	x	;	y	;	score
0	;	88.0000	;	22.0000	;	0.505
1	;	92.0000	;	38.0000	;	0.815
2	;	98.0000	;	38.0000	;	0.733
3	;	72.0000	;	40.0000	;	0.174
4	;	68.0000	;	30.0000	;	0.297
5	;	88.0000	;	38.0000	;	0.826
6	;	62.0000	;	40.0000	;	0.719
7	;	64.0000	;	26.0000	;	0.596
8	;	84.0000	;	84.0000	;	0.615
9	;	72.0000	;	124.0000	;	0.593
10	;	68.0000	;	162.0000	;	0.530
11	;	80.0000	;	86.0000	;	0.818
12	;	70.0000	;	124.0000	;	0.798
13	;	74.0000	;	164.0000	;	0.665
14	;	90.0000	;	20.0000	;	0.213
15	;	90.0000	;	22.0000	;	0.651
17	;	96.0000	;	24.0000	;	0.712
