ID	;	x	;	y	;	score
0	;	60300.0000	;	4556.2500	;	0.848
1	;	59850.0000	;	7087.5000	;	0.835
2	;	60300.0000	;	7087.5000	;	0.775
3	;	67500.0000	;	6834.3750	;	0.839
4	;	67950.0000	;	4050.0000	;	0.473
5	;	58050.0000	;	7593.7500	;	0.501
8	;	62100.0000	;	14428.1250	;	0.659
9	;	63900.0000	;	20503.1250	;	0.848
10	;	63900.0000	;	26071.8750	;	0.513
11	;	59850.0000	;	14428.1250	;	0.523
12	;	63450.0000	;	20503.1250	;	0.496
13	;	64350.0000	;	26325.0000	;	0.528
14	;	59400.0000	;	4303.1250	;	0.871
15	;	61200.0000	;	4303.1250	;	0.839
16	;	58050.0000	;	5062.5000	;	0.932
