ID	;	x	;	y	;	score
0	;	218.0000	;	30.0000	;	0.812
1	;	226.0000	;	50.0000	;	0.691
2	;	224.0000	;	52.0000	;	0.725
3	;	254.0000	;	56.0000	;	0.669
4	;	256.0000	;	34.0000	;	0.588
5	;	228.0000	;	46.0000	;	0.561
6	;	248.0000	;	48.0000	;	0.088
7	;	254.0000	;	34.0000	;	0.209
8	;	236.0000	;	98.0000	;	0.719
9	;	242.0000	;	138.0000	;	0.720
10	;	240.0000	;	170.0000	;	0.390
11	;	242.0000	;	96.0000	;	0.589
12	;	246.0000	;	138.0000	;	0.552
13	;	244.0000	;	170.0000	;	0.337
14	;	214.0000	;	32.0000	;	0.699
15	;	218.0000	;	28.0000	;	0.825
16	;	210.0000	;	40.0000	;	0.716
