ID	;	x	;	y	;	score
0	;	82.0000	;	36.0000	;	0.845
1	;	88.0000	;	64.0000	;	0.680
2	;	96.0000	;	66.0000	;	0.625
3	;	118.0000	;	82.0000	;	0.396
5	;	82.0000	;	60.0000	;	0.722
6	;	36.0000	;	58.0000	;	0.553
7	;	30.0000	;	46.0000	;	0.134
8	;	74.0000	;	130.0000	;	0.457
9	;	48.0000	;	180.0000	;	0.409
10	;	38.0000	;	230.0000	;	0.115
11	;	60.0000	;	130.0000	;	0.555
12	;	42.0000	;	182.0000	;	0.545
13	;	38.0000	;	232.0000	;	0.478
14	;	82.0000	;	32.0000	;	0.413
15	;	88.0000	;	36.0000	;	0.810
17	;	96.0000	;	46.0000	;	0.763
