ID	;	x	;	y	;	score
0	;	166.0000	;	32.0000	;	0.590
1	;	180.0000	;	44.0000	;	0.738
2	;	180.0000	;	42.0000	;	0.525
3	;	156.0000	;	46.0000	;	0.153
4	;	154.0000	;	28.0000	;	0.179
5	;	178.0000	;	44.0000	;	0.806
6	;	154.0000	;	44.0000	;	0.728
7	;	154.0000	;	26.0000	;	0.756
8	;	178.0000	;	86.0000	;	0.654
9	;	166.0000	;	118.0000	;	0.786
10	;	164.0000	;	150.0000	;	0.851
11	;	172.0000	;	86.0000	;	0.750
12	;	158.0000	;	118.0000	;	0.778
13	;	158.0000	;	148.0000	;	0.627
15	;	168.0000	;	28.0000	;	0.773
17	;	176.0000	;	28.0000	;	0.912
