ID	;	x	;	y	;	score
0	;	222.0000	;	34.0000	;	0.693
1	;	224.0000	;	48.0000	;	0.617
2	;	224.0000	;	52.0000	;	0.729
3	;	254.0000	;	56.0000	;	0.685
4	;	256.0000	;	34.0000	;	0.642
5	;	224.0000	;	46.0000	;	0.516
6	;	242.0000	;	38.0000	;	0.116
8	;	236.0000	;	100.0000	;	0.729
9	;	242.0000	;	138.0000	;	0.716
10	;	240.0000	;	170.0000	;	0.378
11	;	240.0000	;	98.0000	;	0.540
12	;	246.0000	;	138.0000	;	0.558
13	;	244.0000	;	168.0000	;	0.336
14	;	218.0000	;	34.0000	;	0.707
15	;	220.0000	;	30.0000	;	0.655
16	;	212.0000	;	38.0000	;	0.666
