ID	;	x	;	y	;	score
0	;	142.0000	;	8.0000	;	0.670
1	;	148.0000	;	20.0000	;	0.726
2	;	142.0000	;	18.0000	;	0.558
3	;	124.0000	;	22.0000	;	0.189
4	;	124.0000	;	12.0000	;	0.145
5	;	152.0000	;	20.0000	;	0.751
6	;	122.0000	;	24.0000	;	0.806
7	;	124.0000	;	8.0000	;	0.690
8	;	140.0000	;	72.0000	;	0.591
9	;	136.0000	;	116.0000	;	0.552
10	;	144.0000	;	158.0000	;	0.434
11	;	146.0000	;	74.0000	;	0.698
12	;	130.0000	;	116.0000	;	0.765
13	;	132.0000	;	156.0000	;	0.685
14	;	140.0000	;	6.0000	;	0.755
15	;	146.0000	;	6.0000	;	0.907
17	;	154.0000	;	8.0000	;	0.715
