ID	;	x	;	y	;	score
0	;	136.0000	;	8.0000	;	0.505
1	;	150.0000	;	24.0000	;	0.656
2	;	152.0000	;	24.0000	;	0.555
3	;	140.0000	;	50.0000	;	0.450
4	;	126.0000	;	58.0000	;	0.492
5	;	146.0000	;	22.0000	;	0.767
6	;	118.0000	;	16.0000	;	0.629
7	;	122.0000	;	8.0000	;	0.134
8	;	146.0000	;	74.0000	;	0.571
9	;	130.0000	;	114.0000	;	0.521
10	;	128.0000	;	152.0000	;	0.318
11	;	144.0000	;	74.0000	;	0.671
12	;	130.0000	;	116.0000	;	0.835
13	;	128.0000	;	160.0000	;	0.785
15	;	140.0000	;	6.0000	;	0.779
17	;	148.0000	;	8.0000	;	0.838
