ID	;	x	;	y	;	score
0	;	61650.0000	;	6328.1250	;	0.640
1	;	59400.0000	;	8606.2500	;	0.811
2	;	60300.0000	;	8859.3750	;	0.843
3	;	67500.0000	;	8606.2500	;	0.792
4	;	68400.0000	;	5821.8750	;	0.702
5	;	58500.0000	;	8859.3750	;	0.537
6	;	66150.0000	;	8606.2500	;	0.278
7	;	66600.0000	;	6328.1250	;	0.149
8	;	60750.0000	;	16200.0000	;	0.677
9	;	63450.0000	;	23287.5000	;	0.832
10	;	63450.0000	;	28856.2500	;	0.805
11	;	58500.0000	;	16200.0000	;	0.529
14	;	60750.0000	;	5821.8750	;	0.667
15	;	62100.0000	;	5568.7500	;	0.529
16	;	58950.0000	;	6328.1250	;	0.721
