ID	;	x	;	y	;	score
0	;	248.0000	;	60.0000	;	0.881
1	;	232.0000	;	72.0000	;	0.686
2	;	228.0000	;	70.0000	;	0.692
3	;	266.0000	;	64.0000	;	0.781
4	;	262.0000	;	46.0000	;	0.786
5	;	236.0000	;	74.0000	;	0.565
6	;	260.0000	;	72.0000	;	0.081
8	;	230.0000	;	128.0000	;	0.629
9	;	244.0000	;	170.0000	;	0.797
10	;	244.0000	;	218.0000	;	0.763
11	;	234.0000	;	126.0000	;	0.622
12	;	244.0000	;	170.0000	;	0.577
13	;	244.0000	;	214.0000	;	0.423
14	;	246.0000	;	54.0000	;	0.825
15	;	250.0000	;	56.0000	;	0.630
16	;	234.0000	;	54.0000	;	0.956
