ID	;	x	;	y	;	score
0	;	202.0000	;	20.0000	;	0.965
1	;	204.0000	;	34.0000	;	0.906
2	;	198.0000	;	36.0000	;	0.905
3	;	216.0000	;	38.0000	;	0.785
4	;	222.0000	;	28.0000	;	0.723
5	;	208.0000	;	34.0000	;	0.691
6	;	224.0000	;	38.0000	;	0.456
7	;	220.0000	;	32.0000	;	0.409
8	;	214.0000	;	72.0000	;	0.699
9	;	222.0000	;	102.0000	;	0.809
10	;	214.0000	;	132.0000	;	0.735
11	;	222.0000	;	70.0000	;	0.680
12	;	224.0000	;	102.0000	;	0.583
13	;	220.0000	;	130.0000	;	0.439
14	;	200.0000	;	18.0000	;	0.826
15	;	204.0000	;	18.0000	;	0.915
16	;	196.0000	;	22.0000	;	0.835
17	;	208.0000	;	20.0000	;	0.291
