ID	;	x	;	y	;	score
0	;	120.0000	;	14.0000	;	0.748
1	;	130.0000	;	30.0000	;	0.705
2	;	128.0000	;	28.0000	;	0.506
3	;	102.0000	;	32.0000	;	0.128
5	;	132.0000	;	30.0000	;	0.829
6	;	100.0000	;	36.0000	;	0.903
7	;	98.0000	;	12.0000	;	0.667
8	;	122.0000	;	86.0000	;	0.623
9	;	114.0000	;	130.0000	;	0.490
10	;	110.0000	;	172.0000	;	0.260
11	;	130.0000	;	88.0000	;	0.706
12	;	118.0000	;	130.0000	;	0.698
13	;	114.0000	;	172.0000	;	0.465
14	;	120.0000	;	12.0000	;	0.557
15	;	124.0000	;	12.0000	;	0.877
17	;	134.0000	;	12.0000	;	0.759
